epoch,step,loss,lr,elapsed_s
1,4251,0.942498,1.86e-04,7543.3
1,4301,0.807780,1.86e-04,7638.4
1,4351,0.924966,1.85e-04,7731.9
1,4401,1.146292,1.85e-04,7827.6
1,4451,1.082299,1.85e-04,7917.9
1,4501,0.905868,1.84e-04,8011.4
1,4551,0.764914,1.84e-04,8104.4
1,4601,0.866909,1.84e-04,8197.5
1,4651,0.939712,1.83e-04,8291.9
1,4701,0.735261,1.83e-04,8385.8
1,4751,1.070462,1.83e-04,8475.7
1,4801,1.003058,1.82e-04,8569.2
1,4851,0.870224,1.82e-04,8665.0
1,4901,0.930158,1.82e-04,8757.4
1,4951,1.027082,1.81e-04,8849.8
1,5001,0.983989,1.81e-04,8937.2
1,5051,1.032878,1.81e-04,9017.9
1,5101,0.990312,1.80e-04,9096.7
1,5151,1.131015,1.80e-04,9176.3
1,5201,0.991566,1.79e-04,9255.1
1,5251,0.846695,1.79e-04,9334.4
1,5301,0.957493,1.79e-04,9413.3
1,5351,0.898641,1.78e-04,9491.4
1,5401,1.062184,1.78e-04,9571.9
1,5451,1.038010,1.77e-04,9651.0
1,5501,1.092025,1.77e-04,9729.7
1,5551,1.038496,1.77e-04,9808.5
1,5601,1.166830,1.76e-04,9886.2
1,5651,1.123116,1.76e-04,9963.6
1,5701,0.859797,1.75e-04,10042.9
1,5751,1.024171,1.75e-04,10121.4
1,5801,1.047669,1.75e-04,10201.5
1,5851,1.144561,1.74e-04,10280.0
1,5901,0.966513,1.74e-04,10358.5
1,5951,0.915057,1.73e-04,10437.2
1,6001,0.691291,1.73e-04,10514.8
1,6051,0.808204,1.72e-04,10594.0
1,6101,0.940347,1.72e-04,10672.3
1,6151,0.991307,1.72e-04,10752.7
1,6201,0.928561,1.71e-04,10832.3
1,6251,1.156048,1.71e-04,10909.5
1,6301,0.905631,1.70e-04,10989.8
1,6351,0.818867,1.70e-04,11068.1
1,6401,1.110119,1.69e-04,11145.0
1,6451,0.762802,1.69e-04,11221.6
1,6501,1.034858,1.68e-04,11300.8
1,6551,1.077845,1.68e-04,11380.5
1,6601,0.961577,1.68e-04,11458.8
1,6651,1.138960,1.67e-04,11541.0
1,6701,0.929333,1.67e-04,11616.6
1,6751,1.044260,1.66e-04,11695.0
1,6801,1.057490,1.66e-04,11773.0
1,6851,0.983116,1.65e-04,11850.9
1,6901,1.217180,1.65e-04,11929.5
1,6951,0.768424,1.64e-04,12007.6
1,7001,0.941376,1.64e-04,12087.5
1,7051,1.062824,1.63e-04,12168.6
1,7101,0.826500,1.63e-04,12245.9
1,7151,0.993112,1.62e-04,12323.6
1,7201,0.961353,1.62e-04,12402.7
1,7251,0.887510,1.61e-04,12482.1
1,7301,0.785774,1.61e-04,12561.5
1,7351,1.007788,1.60e-04,12640.7
1,7401,0.974591,1.60e-04,12721.9
1,7451,1.020017,1.59e-04,12798.9
1,7501,0.930338,1.59e-04,12879.9
1,7551,1.032727,1.58e-04,12956.3
1,7601,1.011122,1.58e-04,13035.0
1,7651,0.878904,1.57e-04,13113.9
1,7701,0.896414,1.57e-04,13192.9
1,7751,0.974583,1.56e-04,13271.8
1,7801,1.202090,1.56e-04,13350.8
1,7851,0.987669,1.55e-04,13429.7
1,7901,0.910060,1.55e-04,13507.4
1,7951,1.202005,1.54e-04,13585.3
1,8001,0.951669,1.54e-04,13663.1
1,8051,0.858838,1.53e-04,13740.4
1,8101,1.133979,1.53e-04,13819.0
1,8151,0.909634,1.52e-04,13897.4
1,8201,0.951033,1.51e-04,13976.9
1,8251,1.044595,1.51e-04,14054.4
1,8301,1.174522,1.50e-04,14134.2
1,8351,0.967555,1.50e-04,14212.1
1,8401,0.921036,1.49e-04,14291.5
1,8451,0.970796,1.49e-04,14372.3
1,8501,1.097059,1.48e-04,14450.4
1,8551,0.966027,1.48e-04,14529.5
1,8601,1.171107,1.47e-04,14606.2
1,8651,1.105961,1.47e-04,14686.1
1,8701,1.069497,1.46e-04,14766.8
1,8751,0.920156,1.45e-04,14847.5
1,8801,1.012010,1.45e-04,14926.3
1,8851,1.110503,1.44e-04,15004.3
1,8901,0.872003,1.44e-04,15083.3
1,8951,1.073830,1.43e-04,15161.5
1,9001,1.166373,1.43e-04,15240.3
1,9051,1.008382,1.42e-04,15320.3
1,9101,1.236327,1.41e-04,15400.3
1,9151,0.902800,1.41e-04,15477.5
1,9201,1.033873,1.40e-04,15556.6
1,9251,0.780162,1.40e-04,15632.8
1,9301,1.046371,1.39e-04,15710.4
1,9351,0.817448,1.39e-04,15789.4
1,9401,0.970740,1.38e-04,15868.6
1,9451,1.148723,1.37e-04,15946.5
1,9501,0.694289,1.37e-04,16025.5
1,9551,1.064364,1.36e-04,16103.9
1,9601,0.868905,1.36e-04,16182.9
1,9651,1.077643,1.35e-04,16262.0
1,9701,1.053813,1.35e-04,16341.6
1,9751,1.113655,1.34e-04,16422.0
1,9801,0.938547,1.33e-04,16500.3
1,9851,0.917285,1.33e-04,16578.8
1,9901,0.899854,1.32e-04,16657.8
1,9951,0.967619,1.32e-04,16735.5
1,10001,1.120920,1.31e-04,16814.7
1,10051,0.994304,1.30e-04,16894.4
1,10101,1.113381,1.30e-04,16972.8
1,10151,0.875253,1.29e-04,17051.9
1,10201,0.834623,1.29e-04,17130.5
1,10251,1.061935,1.28e-04,17208.7
1,10301,0.810950,1.27e-04,17286.2
1,10351,0.994489,1.27e-04,17363.5
1,10401,1.021234,1.26e-04,17441.8
1,10451,1.101647,1.26e-04,17521.1
1,10501,1.106030,1.25e-04,17599.7
1,10551,0.988331,1.24e-04,17678.2
1,10601,0.961860,1.24e-04,17758.6
1,10651,0.943218,1.23e-04,17835.5
1,10701,0.849116,1.22e-04,17915.6
1,10751,1.180089,1.22e-04,17995.4
1,10801,0.936199,1.21e-04,18073.6
1,10851,1.075352,1.21e-04,18154.5
1,10901,0.928432,1.20e-04,18233.9
1,10951,0.957693,1.19e-04,18312.0
1,11001,1.010070,1.19e-04,18389.4
1,11051,0.935623,1.18e-04,18469.8
1,11101,0.943998,1.18e-04,18548.8
1,11151,1.228483,1.17e-04,18625.9
1,11201,1.064904,1.16e-04,18703.3
1,11251,1.091923,1.16e-04,18781.9
1,11301,0.945201,1.15e-04,18858.8
1,11351,0.936813,1.14e-04,18937.6
1,11401,1.080153,1.14e-04,19016.8
1,11451,1.018289,1.13e-04,19096.0
1,11501,0.956440,1.13e-04,19174.4
1,11551,0.972428,1.12e-04,19253.4
1,11601,0.918782,1.11e-04,19333.0
1,11651,0.992975,1.11e-04,19410.8
1,11701,0.835374,1.10e-04,19488.4
1,11751,0.982625,1.09e-04,19567.0
1,11801,0.819633,1.09e-04,19646.0
1,11851,0.967863,1.08e-04,19723.3
1,11901,1.150688,1.08e-04,19800.6
1,11951,0.958516,1.07e-04,19880.3
1,12001,1.155523,1.06e-04,19958.6
1,12051,1.077465,1.06e-04,20037.4
1,12101,0.923187,1.05e-04,20115.6
1,12151,1.021453,1.04e-04,20192.8
1,12201,1.026441,1.04e-04,20271.4
1,12251,0.893181,1.03e-04,20352.0
1,12301,0.984214,1.03e-04,20431.4
1,12351,1.268553,1.02e-04,20509.6
1,12401,1.036379,1.01e-04,20588.3
1,12451,1.090626,1.01e-04,20666.9
1,12501,1.016448,1.00e-04,20744.6
1,12551,0.854929,9.94e-05,20824.4
1,12601,0.829615,9.87e-05,20903.1
1,12651,0.861435,9.81e-05,20982.1
1,12701,0.992297,9.75e-05,21060.5
1,12751,1.081179,9.69e-05,21136.9
1,12801,1.018832,9.62e-05,21215.5
1,12851,0.558436,9.56e-05,21293.4
1,12901,0.751226,9.50e-05,21371.3
1,12951,0.823126,9.44e-05,21449.2
1,13001,1.014894,9.37e-05,21529.5
1,13051,1.009782,9.31e-05,21606.5
1,13101,1.269103,9.25e-05,21686.6
1,13151,0.872390,9.19e-05,21762.0
1,13201,0.832348,9.12e-05,21841.2
1,13251,1.013905,9.06e-05,21919.7
1,13301,0.941666,9.00e-05,21998.6
1,13351,0.904148,8.94e-05,22078.5
1,13401,1.038792,8.87e-05,22156.7
1,13451,1.103400,8.81e-05,22235.5
1,13501,0.958589,8.75e-05,22315.5
1,13551,1.033850,8.69e-05,22396.7
1,13601,0.855192,8.62e-05,22474.1
1,13651,0.953675,8.56e-05,22552.3
1,13701,0.997273,8.50e-05,22632.9
1,13751,1.045457,8.44e-05,22712.1
1,13801,0.806658,8.37e-05,22791.9
1,13851,0.908367,8.31e-05,22870.6
1,13901,0.980836,8.25e-05,22950.8
1,13951,0.997278,8.20e-05,23031.1
1,14001,0.814121,8.13e-05,23110.9
1,14051,1.105099,8.07e-05,23189.7
1,14101,1.020026,8.01e-05,23268.7
1,14151,1.085673,7.95e-05,23348.9
1,14201,0.893235,7.88e-05,23426.9
1,14251,0.933665,7.82e-05,23507.8
1,14301,0.857014,7.76e-05,23586.9
1,14351,0.925306,7.70e-05,23667.4
1,14401,0.834749,7.64e-05,23745.7
1,14451,0.913942,7.58e-05,23825.5
1,14501,0.999172,7.52e-05,23904.8
1,14551,1.010269,7.46e-05,23985.0
1,14601,1.051096,7.39e-05,24061.7
1,14651,0.902683,7.33e-05,24139.2
1,14701,0.937546,7.28e-05,24218.2
1,14751,0.923559,7.22e-05,24297.5
1,14801,0.983644,7.15e-05,24376.6
1,14851,1.018809,7.09e-05,24455.7
1,14901,1.026586,7.03e-05,24532.8
1,14951,0.947953,6.98e-05,24612.3
1,15001,1.189291,6.91e-05,24689.5
1,15051,1.028242,6.85e-05,24767.7
1,15101,1.118329,6.80e-05,24845.3
1,15151,1.166482,6.74e-05,24925.1
1,15201,0.835784,6.67e-05,25003.5
1,15251,0.976382,6.61e-05,25082.6
1,15301,0.820966,6.56e-05,25161.2
1,15351,0.934342,6.50e-05,25241.5
1,15401,0.843008,6.44e-05,25320.5
1,15451,1.071427,6.38e-05,25399.9
1,15501,0.994083,6.32e-05,25479.2
1,15551,0.934131,6.27e-05,25560.0
1,15601,1.055665,6.20e-05,25640.5
1,15651,1.085659,6.15e-05,25721.3
1,15701,1.039153,6.09e-05,25800.4
1,15751,0.973996,6.04e-05,25878.0
1,15801,0.904450,5.97e-05,25956.6
1,15851,1.032159,5.92e-05,26034.7
1,15901,0.939716,5.86e-05,26113.6
1,15951,0.872062,5.81e-05,26192.1
1,16001,0.836505,5.74e-05,26271.3
1,16051,0.977646,5.69e-05,26350.8
1,16101,0.905937,5.63e-05,26429.0
1,16151,0.956238,5.58e-05,26508.2
1,16201,1.115570,5.52e-05,26588.0
1,16251,0.890182,5.46e-05,26668.2
1,16301,1.038277,5.41e-05,26746.8
1,16351,0.955920,5.36e-05,26826.5
1,16401,1.246475,5.29e-05,26903.5
1,16451,1.159535,5.24e-05,26983.5
1,16501,0.923877,5.19e-05,27063.0
1,16551,0.934617,5.13e-05,27140.8
1,16601,0.909712,5.07e-05,27221.0
1,16651,1.166588,5.02e-05,27299.8
1,16701,0.985231,4.97e-05,27378.6
1,16751,1.024592,4.92e-05,27456.4
1,16801,1.133986,4.86e-05,27536.5
1,16851,0.749168,4.80e-05,27614.3
1,16901,1.007642,4.75e-05,27691.2
1,16951,1.053349,4.70e-05,27769.2
1,17001,0.934302,4.64e-05,27846.5
1,17051,0.861260,4.59e-05,27925.8
1,17101,1.013641,4.54e-05,28002.9
1,17151,1.024883,4.49e-05,28081.2
1,17201,0.762268,4.43e-05,28159.5
1,17251,0.833826,4.38e-05,28238.2
1,17301,1.031534,4.33e-05,28312.8
1,17351,1.141325,4.28e-05,28390.5
1,17401,0.918765,4.22e-05,28467.7
1,17451,0.898972,4.18e-05,28548.0
