epoch,step,loss,lr,elapsed_s
1,5401,0.903420,1.78e-04,8511.3
1,5451,0.988613,1.77e-04,8589.6
1,5501,1.070372,1.77e-04,8668.1
1,5551,1.047944,1.77e-04,8747.3
1,5601,1.031964,1.76e-04,8825.5
1,5651,1.092577,1.76e-04,8903.8
1,5701,1.156994,1.75e-04,8981.2
1,5751,1.147333,1.75e-04,9059.9
1,5801,0.824560,1.75e-04,9137.3
1,5851,1.028580,1.74e-04,9216.5
1,5901,1.196826,1.74e-04,9293.5
1,5951,1.063694,1.73e-04,9372.9
1,6001,0.865066,1.73e-04,9456.9
1,6051,1.149955,1.72e-04,9535.8
1,6101,1.155352,1.72e-04,9613.3
1,6151,0.815689,1.72e-04,9690.3
1,6201,0.988735,1.71e-04,9768.4
1,6251,1.050309,1.71e-04,9845.5
1,6301,0.979499,1.70e-04,9924.2
1,6351,1.019514,1.70e-04,10004.2
1,6401,1.025401,1.69e-04,10083.0
1,6451,0.990631,1.69e-04,10162.6
1,6501,1.003045,1.68e-04,10240.6
1,6551,1.018522,1.68e-04,10321.2
1,6601,1.129631,1.68e-04,10398.9
1,6651,1.083123,1.67e-04,10477.9
1,6701,0.921090,1.67e-04,10558.3
1,6751,1.097949,1.66e-04,10638.1
1,6801,1.083841,1.66e-04,10718.4
1,6851,1.027701,1.65e-04,10795.3
1,6901,1.074421,1.65e-04,10873.1
1,6951,1.047438,1.64e-04,10952.5
1,7001,1.013281,1.64e-04,11035.2
1,7051,1.020131,1.63e-04,11115.3
1,7101,0.959999,1.63e-04,11195.0
1,7151,1.133791,1.62e-04,11274.9
1,7201,1.026007,1.62e-04,11355.8
1,7251,1.255855,1.61e-04,11436.3
1,7301,1.065594,1.61e-04,11513.4
1,7351,0.952403,1.60e-04,11591.2
1,7401,1.050661,1.60e-04,11670.5
1,7451,0.931055,1.59e-04,11750.2
1,7501,0.967331,1.59e-04,11830.3
1,7551,0.980154,1.58e-04,11909.5
1,7601,1.033877,1.58e-04,11988.9
1,7651,1.016431,1.57e-04,12066.8
1,7701,0.968062,1.57e-04,12145.0
1,7751,1.075773,1.56e-04,12223.8
1,7801,1.160070,1.56e-04,12300.8
1,7851,1.178023,1.55e-04,12380.1
1,7901,0.998516,1.55e-04,12460.9
1,7951,1.056171,1.54e-04,12541.0
1,8001,0.847472,1.54e-04,12625.4
1,8051,1.008708,1.53e-04,12704.7
1,8101,1.165448,1.53e-04,12783.8
1,8151,1.349682,1.52e-04,12863.6
1,8201,1.023786,1.51e-04,12942.0
1,8251,1.059264,1.51e-04,13020.2
1,8301,1.003217,1.50e-04,13097.1
1,8351,0.942469,1.50e-04,13178.2
1,8401,1.001934,1.49e-04,13257.3
1,8451,0.986573,1.49e-04,13336.5
1,8501,1.300960,1.48e-04,13417.9
1,8551,1.090695,1.48e-04,13495.4
1,8601,0.970608,1.47e-04,13573.7
1,8651,1.013530,1.47e-04,13653.3
1,8701,1.040188,1.46e-04,13730.8
1,8751,0.977749,1.45e-04,13808.5
1,8801,1.072158,1.45e-04,13888.9
1,8851,1.095164,1.44e-04,13968.7
1,8901,0.970514,1.44e-04,14048.4
1,8951,1.042381,1.43e-04,14126.4
1,9001,1.272678,1.43e-04,14210.9
1,9051,1.104553,1.42e-04,14290.3
1,9101,1.087168,1.41e-04,14370.3
1,9151,1.097549,1.41e-04,14450.5
1,9201,0.802393,1.40e-04,14528.6
1,9251,1.139467,1.40e-04,14608.1
1,9301,1.058641,1.39e-04,14686.6
1,9351,1.031373,1.39e-04,14764.5
1,9401,1.000274,1.38e-04,14842.6
1,9451,0.909619,1.37e-04,14924.1
1,9501,1.017506,1.37e-04,15003.8
1,9551,1.020619,1.36e-04,15083.1
1,9601,0.837795,1.36e-04,15164.1
1,9651,1.000904,1.35e-04,15242.9
1,9701,0.836304,1.35e-04,15322.8
1,9751,0.901361,1.34e-04,15400.9
1,9801,0.915785,1.33e-04,15480.3
1,9851,0.729697,1.33e-04,15558.9
1,9901,0.967337,1.32e-04,15638.3
1,9951,1.000739,1.32e-04,15718.7
1,10001,0.631806,1.31e-04,15801.7
1,10051,0.799738,1.30e-04,15880.7
1,10101,0.986703,1.30e-04,15959.0
1,10151,1.029824,1.29e-04,16036.9
1,10201,0.945705,1.29e-04,16115.3
1,10251,1.084588,1.28e-04,16196.6
1,10301,1.036821,1.27e-04,16275.0
1,10351,1.076978,1.27e-04,16356.3
1,10401,0.878205,1.26e-04,16433.7
1,10451,0.821440,1.26e-04,16514.1
1,10501,0.891417,1.25e-04,16594.0
1,10551,1.127511,1.24e-04,16674.0
1,10601,0.728647,1.24e-04,16754.9
1,10651,1.027056,1.23e-04,16834.1
1,10701,0.902481,1.22e-04,16914.3
1,10751,1.115367,1.22e-04,16992.3
1,10801,1.218184,1.21e-04,17072.2
1,10851,0.843308,1.21e-04,17150.7
1,10901,0.838985,1.20e-04,17228.3
1,10951,0.842962,1.19e-04,17308.0
1,11001,0.968209,1.19e-04,17394.7
1,11051,1.064476,1.18e-04,17474.1
1,11101,1.061356,1.18e-04,17554.4
1,11151,0.826129,1.17e-04,17635.3
1,11201,0.889008,1.16e-04,17718.2
1,11251,0.984176,1.16e-04,17798.3
1,11301,0.998290,1.15e-04,17877.7
1,11351,1.156666,1.14e-04,17958.4
1,11401,1.108375,1.14e-04,18036.9
1,11451,0.940236,1.13e-04,18119.0
1,11501,1.021347,1.13e-04,18196.5
1,11551,0.942926,1.12e-04,18277.1
1,11601,0.985335,1.11e-04,18355.5
1,11651,1.012391,1.11e-04,18436.5
1,11701,1.033738,1.10e-04,18515.8
1,11751,0.968387,1.09e-04,18594.9
1,11801,1.095962,1.09e-04,18676.3
1,11851,0.939851,1.08e-04,18755.2
1,11901,0.920138,1.08e-04,18835.0
1,11951,1.011530,1.07e-04,18913.6
1,12001,1.042243,1.06e-04,18996.5
1,12051,0.986577,1.06e-04,19075.6
1,12101,0.994219,1.05e-04,19155.8
1,12151,0.752117,1.04e-04,19236.7
1,12201,0.876374,1.04e-04,19314.4
1,12251,0.959011,1.03e-04,19394.7
1,12301,0.921721,1.03e-04,19475.4
1,12351,1.011002,1.02e-04,19553.3
1,12401,1.243969,1.01e-04,19631.0
1,12451,0.962321,1.01e-04,19709.9
1,12501,0.933052,1.00e-04,19789.1
1,12551,0.918879,9.94e-05,19868.1
1,12601,0.991304,9.87e-05,19947.3
1,12651,0.870589,9.81e-05,20025.3
1,12701,0.836671,9.75e-05,20106.4
1,12751,0.994745,9.69e-05,20185.1
1,12801,0.908309,9.62e-05,20264.4
1,12851,1.012707,9.56e-05,20344.2
1,12901,1.088591,9.50e-05,20422.3
1,12951,0.913757,9.44e-05,20503.3
1,13001,0.973614,9.37e-05,20587.0
1,13051,1.035171,9.31e-05,20667.6
1,13101,1.263131,9.25e-05,20745.5
1,13151,0.873270,9.19e-05,20823.8
1,13201,1.013419,9.12e-05,20903.3
1,13251,1.036353,9.06e-05,20982.6
1,13301,1.032567,9.00e-05,21060.3
1,13351,1.049945,8.94e-05,21140.0
1,13401,0.817608,8.87e-05,21219.0
1,13451,0.970207,8.81e-05,21297.4
1,13501,0.954181,8.75e-05,21376.3
1,13551,0.934361,8.69e-05,21455.4
1,13601,1.097604,8.62e-05,21533.1
1,13651,1.091306,8.56e-05,21613.7
1,13701,0.977292,8.50e-05,21692.4
1,13751,1.061471,8.44e-05,21771.5
1,13801,0.749935,8.37e-05,21850.3
1,13851,0.947443,8.31e-05,21930.3
1,13901,1.251237,8.25e-05,22009.6
1,13951,0.758656,8.20e-05,22089.2
1,14001,0.927690,8.13e-05,22173.5
1,14051,0.975301,8.07e-05,22254.1
1,14101,0.951851,8.01e-05,22334.1
1,14151,0.927171,7.95e-05,22413.7
1,14201,1.075797,7.88e-05,22492.2
1,14251,1.011668,7.82e-05,22572.1
1,14301,1.038957,7.76e-05,22653.7
1,14351,0.838046,7.70e-05,22733.6
1,14401,0.998643,7.64e-05,22812.7
1,14451,0.991366,7.58e-05,22891.2
1,14501,1.075579,7.52e-05,22971.1
1,14551,1.381752,7.46e-05,23051.0
1,14601,1.043225,7.39e-05,23128.5
1,14651,0.895259,7.33e-05,23210.3
1,14701,0.977662,7.28e-05,23290.1
1,14751,0.963473,7.22e-05,23370.2
1,14801,0.953623,7.15e-05,23450.8
1,14851,0.998286,7.09e-05,23533.0
1,14901,1.044713,7.03e-05,23612.2
1,14951,0.734315,6.98e-05,23693.4
1,15001,1.118274,6.91e-05,23777.8
1,15051,1.098388,6.85e-05,23858.5
1,15101,0.875818,6.80e-05,23937.3
1,15151,0.964595,6.74e-05,24016.0
1,15201,0.941617,6.67e-05,24094.8
1,15251,0.932857,6.61e-05,24172.4
1,15301,0.996989,6.56e-05,24253.8
1,15351,0.842080,6.50e-05,24333.1
1,15401,0.949390,6.44e-05,24414.0
1,15451,1.205896,6.38e-05,24493.3
1,15501,1.006632,6.32e-05,24572.0
1,15551,0.849412,6.27e-05,24652.5
1,15601,0.938168,6.20e-05,24730.7
1,15651,1.081806,6.15e-05,24807.4
1,15701,0.754847,6.09e-05,24886.7
1,15751,1.226901,6.04e-05,24965.8
1,15801,1.020746,5.97e-05,25044.9
1,15851,0.649494,5.92e-05,25123.5
1,15901,0.762278,5.86e-05,25202.2
1,15951,1.061629,5.81e-05,25282.2
1,16001,0.885081,5.74e-05,25366.2
1,16051,1.022788,5.69e-05,25446.3
1,16101,0.893563,5.63e-05,25525.8
1,16151,0.656380,5.58e-05,25606.7
1,16201,0.734160,5.52e-05,25687.5
1,16251,0.908375,5.46e-05,25766.3
1,16301,0.793057,5.41e-05,25847.8
1,16351,0.849191,5.36e-05,25927.6
1,16401,1.078794,5.29e-05,26006.9
1,16451,1.182805,5.24e-05,26085.3
1,16501,0.908556,5.19e-05,26163.0
1,16551,0.883134,5.13e-05,26242.5
1,16601,1.153452,5.07e-05,26319.2
1,16651,0.920396,5.02e-05,26397.9
1,16701,0.811355,4.97e-05,26477.1
1,16751,1.044127,4.92e-05,26557.7
1,16801,0.894098,4.86e-05,26637.4
1,16851,0.939904,4.80e-05,26715.6
1,16901,0.569099,4.75e-05,26794.5
1,16951,0.988190,4.70e-05,26873.0
1,17001,1.031297,4.64e-05,26956.7
1,17051,0.800932,4.59e-05,27036.3
1,17101,1.015977,4.54e-05,27115.9
1,17151,1.040967,4.49e-05,27195.1
1,17201,1.027151,4.43e-05,27275.4
1,17251,0.778428,4.38e-05,27355.8
1,17301,0.940450,4.33e-05,27432.8
1,17351,0.877673,4.28e-05,27513.7
1,17401,1.187480,4.22e-05,27594.3
1,17451,1.080351,4.18e-05,27672.1
1,17501,1.028431,4.13e-05,27752.2
1,17551,0.995597,4.08e-05,27831.8
1,17601,0.722682,4.02e-05,27913.2
1,17651,1.021460,3.97e-05,27991.3
1,17701,0.999045,3.92e-05,28069.2
1,17751,1.000367,3.88e-05,28148.8
1,17801,0.884539,3.82e-05,28229.4
1,17851,0.956235,3.77e-05,28308.9
1,17901,0.762145,3.73e-05,28387.6
1,17951,0.948231,3.68e-05,28467.7
1,18001,1.029677,3.63e-05,28551.1
1,18051,0.999874,3.58e-05,28630.7
1,18101,0.982528,3.53e-05,28711.3
1,18151,0.911941,3.49e-05,28789.9
1,18201,0.985596,3.43e-05,28867.2
1,18251,0.954991,3.39e-05,28946.7
1,18301,0.821309,3.34e-05,29026.5
1,18351,0.929482,3.30e-05,29104.6
1,18401,0.940288,3.25e-05,29184.8
1,18451,0.801717,3.20e-05,29265.2
1,18501,0.891819,3.16e-05,29343.9
1,18551,0.963036,3.11e-05,29423.8
1,18601,1.094237,3.06e-05,29502.8
1,18651,0.996145,3.02e-05,29580.2
1,18701,1.084143,2.98e-05,29658.9
1,18751,1.052021,2.93e-05,29738.1
1,18801,0.713617,2.88e-05,29815.8
1,18851,0.936511,2.84e-05,29893.6
1,18901,0.802987,2.80e-05,29971.3
1,18951,0.817892,2.76e-05,30048.1
1,19001,0.850861,2.71e-05,30130.9
1,19051,0.971583,2.67e-05,30210.7
1,19101,0.945320,2.63e-05,30289.3
1,19151,0.917012,2.59e-05,30370.0
1,19201,0.743210,2.54e-05,30447.5
1,19251,1.210195,2.50e-05,30526.2
1,19301,1.012459,2.46e-05,30605.1
1,19351,0.919687,2.42e-05,30685.1
1,19401,0.873762,2.38e-05,30763.6
1,19451,1.128679,2.34e-05,30842.2
1,19501,1.154328,2.30e-05,30923.6
1,19551,0.896343,2.26e-05,31002.5
1,19601,0.918288,2.22e-05,31080.5
1,19651,1.109614,2.18e-05,31160.2
1,19701,0.777676,2.14e-05,31240.1
1,19751,1.009401,2.10e-05,31318.3
1,19801,1.079407,2.06e-05,31397.5
1,19851,0.833440,2.02e-05,31477.7
1,19901,1.072752,1.99e-05,31558.3
1,19951,0.761063,1.95e-05,31640.1
1,20001,0.881235,1.91e-05,31725.0
1,20051,0.969322,1.87e-05,31804.3
1,20101,0.921289,1.84e-05,31881.1
1,20151,0.793127,1.80e-05,31959.6
1,20201,0.957588,1.76e-05,32038.2
1,20251,0.701148,1.73e-05,32116.3
1,20301,0.797219,1.70e-05,32193.8
1,20351,0.983091,1.66e-05,32270.9
1,20401,0.740452,1.62e-05,32352.8
1,20451,1.054986,1.59e-05,32430.0
1,20501,0.827891,1.56e-05,32509.3
1,20551,0.824074,1.53e-05,32587.8
1,20601,0.818245,1.49e-05,32667.6
1,20651,0.937517,1.46e-05,32745.4
1,20701,0.843560,1.43e-05,32823.8
1,20751,0.767412,1.40e-05,32904.6
1,20801,0.983617,1.36e-05,32984.1
1,20851,0.821571,1.33e-05,33061.0
1,20901,0.952127,1.30e-05,33140.0
1,20951,1.109434,1.27e-05,33220.1
1,21001,0.875003,1.24e-05,33303.4
1,21051,1.211903,1.21e-05,33382.7
1,21101,0.986059,1.18e-05,33461.5
1,21151,1.040361,1.15e-05,33538.9
1,21201,0.836629,1.12e-05,33618.8
1,21251,1.282238,1.09e-05,33697.2
1,21301,0.976584,1.06e-05,33772.9
1,21351,1.127704,1.04e-05,33851.6
1,21401,1.010126,1.01e-05,33930.0
1,21451,0.911213,9.80e-06,34007.9
1,21501,0.969603,9.54e-06,34085.8
1,21551,0.869551,9.28e-06,34164.2
1,21601,0.878125,8.99e-06,34243.1
1,21651,0.938229,8.74e-06,34323.3
1,21701,0.850425,8.50e-06,34402.7
1,21751,0.877915,8.25e-06,34481.4
1,21801,0.902437,7.98e-06,34558.2
1,21851,0.812751,7.74e-06,34637.2
1,21901,0.900839,7.51e-06,34716.2
1,21951,1.042040,7.28e-06,34795.0
1,22001,0.890308,7.02e-06,34880.5
1,22051,0.963113,6.80e-06,34959.6
1,22101,1.022496,6.59e-06,35038.6
1,22151,0.914317,6.37e-06,35117.3
1,22201,0.943042,6.13e-06,35194.0
1,22251,0.932413,5.92e-06,35273.2
1,22301,1.017354,5.72e-06,35354.1
1,22351,0.864772,5.52e-06,35431.3
1,22401,1.013555,5.29e-06,35509.7
1,22451,0.852443,5.10e-06,35588.6
1,22501,0.925353,4.91e-06,35666.1
1,22551,0.951625,4.72e-06,35745.7
1,22601,1.071195,4.51e-06,35825.1
1,22651,0.795458,4.34e-06,35905.2
1,22701,1.257289,4.16e-06,35985.2
1,22751,0.959144,3.99e-06,36065.8
1,22801,0.961351,3.80e-06,36145.7
1,22851,0.951277,3.63e-06,36224.5
1,22901,1.033547,3.47e-06,36303.1
1,22951,0.976031,3.32e-06,36381.0
1,23001,1.044396,3.14e-06,36466.5
1,23051,0.949591,2.99e-06,36543.9
1,23101,0.735028,2.85e-06,36620.2
1,23151,0.886438,2.71e-06,36698.0
1,23201,0.736588,2.55e-06,36776.9
1,23251,1.031379,2.41e-06,36854.9
1,23301,0.970736,2.28e-06,36933.8
1,23351,0.905339,2.16e-06,37013.0
1,23401,0.796645,2.01e-06,37091.9
1,23451,1.236323,1.90e-06,37170.0
1,23501,1.138270,1.78e-06,37249.0
1,23551,0.916484,1.67e-06,37326.7
1,23601,1.051988,1.54e-06,37404.8
1,23651,0.962995,1.44e-06,37482.9
1,23701,0.865509,1.34e-06,37563.0
1,23751,0.835510,1.24e-06,37639.8
1,23801,0.865973,1.13e-06,37718.5
1,23851,0.925761,1.05e-06,37795.7
1,23901,0.985772,9.61e-07,37874.6
1,23951,1.026967,8.79e-07,37953.3
1,24001,1.190187,7.89e-07,38041.1
1,24051,1.061499,7.15e-07,38120.3
1,24101,1.068598,6.45e-07,38197.5
1,24151,0.864363,5.78e-07,38277.4
1,24201,1.294516,5.05e-07,38355.8
1,24251,0.634676,4.46e-07,38435.0
1,24301,1.012129,3.91e-07,38514.2
1,24351,0.915073,3.40e-07,38593.9
1,24401,0.967358,2.84e-07,38673.1
1,24451,0.910586,2.40e-07,38752.6
1,24501,1.078968,2.00e-07,38832.3
1,24551,1.002057,1.64e-07,38911.2
1,24601,0.905001,1.26e-07,38989.1
1,24651,0.849295,9.78e-08,39067.1
1,24701,0.979766,7.30e-08,39146.8
1,24751,0.794913,5.17e-08,39224.4
1,24801,1.093175,3.16e-08,39302.7
1,24851,0.772224,1.82e-08,39382.2
1,24901,1.290265,8.54e-09,39459.4
1,24951,0.924431,2.48e-09,39537.6
